timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-24T21:53:22,codecarbon,3fc26274-761b-4ecd-9c57-dc4bad3e9bc8,69539746-540e-4094-ad5d-a4bd20c972e9,3.5727629000029992,4.821349358832007e-06,1.3494736409258952e-06,7.087596444500001,0.0,10.0,6.0473993306378165e-06,0.0,8.53103111110411e-06,1.4578430441741929e-05,0.0,Italy,ITA,veneto,Windows-10-10.0.26200-SP0,3.11.4,3.2.3,4,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,11.8806,45.413,7.838142395019531,machine,0.0,0,73.8,5.784465789794922,N,1.0,0.0,,
2026-02-24T21:53:48,codecarbon,df48fc80-abc8-438e-8031-ea11ce09f54e,69539746-540e-4094-ad5d-a4bd20c972e9,3.6016875999994227,4.9718489511049726e-06,1.380422041907735e-06,7.468786481000002,0.0,10.0,6.428244691907455e-06,0.0,8.60525499999009e-06,1.5033499691897547e-05,0.0,Italy,ITA,veneto,Windows-10-10.0.26200-SP0,3.11.4,3.2.3,4,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,11.8806,45.413,7.838142395019531,machine,0.0,0,74.45,5.836452484130859,N,1.0,0.0,,
