timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-24T22:15:23,codecarbon,650da548-33f2-4903-a921-500ee47d0223,69539746-540e-4094-ad5d-a4bd20c972e9,5.569029699996463,8.561721929022437e-06,1.5373812657217244e-06,8.3958934475,0.0,10.0,1.1816171939992014e-05,0.0,1.4072113333329778e-05,2.588828527332179e-05,0.0,Italy,ITA,veneto,,,Windows-10-10.0.26200-SP0,3.11.4,3.2.3,4,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,,,11.8806,45.413,7.838142395019531,machine,0.0,0,81.975,6.424696922302246,N,1.0,0.0
