timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-09T20:30:18,codecarbon,9bbaae08-5123-47ee-9295-0aba94a8f3d5,69539746-540e-4094-ad5d-a4bd20c972e9,21.241573099978268,3.527777398807145e-05,1.6607891431594367e-06,8.8549580834,0.0,10.0,5.045692152139188e-05,0.0,5.621333527766789e-05,0.00010667025679905977,0.0,Italy,ITA,lombardy,,,Windows-10-10.0.26200-SP0,3.11.4,3.2.3,4,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,,,8.7929,45.6599,7.838142395019531,machine,0.0,0,86.27894736842104,6.762870788574219,N,1.0,0.0
