timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-24T22:03:04,codecarbon,f696a7b4-13ed-496e-8f7e-3b8037532b81,69539746-540e-4094-ad5d-a4bd20c972e9,5.481242899993958,1.5293519580552862e-05,2.790155419050982e-06,23.440494335375,0.0,10.0,3.241569683516489e-05,0.0,1.3827687499987304e-05,4.624338433515219e-05,0.0,Italy,ITA,veneto,,,Windows-10-10.0.26200-SP0,3.11.4,3.2.3,4,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,,,11.8806,45.413,7.838142395019531,machine,0.0,0,85.80000000000001,6.7236684163411455,N,1.0,0.0
