timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-24T21:40:34,codecarbon,a45ef4f1-06f7-47e5-8f1b-0b84408b6a54,69539746-540e-4094-ad5d-a4bd20c972e9,9.97710029999871,1.5880560750033877e-05,1.5917010225943031e-06,8.2514457935,0.0,10.0,2.170983489026762e-05,0.0,2.6308599999982914e-05,4.801843489025053e-05,0.0,Italy,ITA,veneto,Windows-10-10.0.26200-SP0,3.11.4,3.2.3,4,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,11.8806,45.413,7.838142395019531,machine,0.0,0,79.475,6.229065418243408,N,1.0,0.0,,
2026-02-24T21:41:56,codecarbon,8877c949-75fe-4bfe-b73e-066070e822b8,69539746-540e-4094-ad5d-a4bd20c972e9,2.199472699998296,2.59667393126411e-06,1.1805892981832064e-06,6.653742212000001,0.0,10.0,3.1374342597429492e-06,0.0,4.714191388888544e-06,7.851625648631493e-06,0.0,Italy,ITA,veneto,Windows-10-10.0.26200-SP0,3.11.4,3.2.3,4,Intel(R) Core(TM) i3-9100 CPU @ 3.60GHz,11.8806,45.413,7.838142395019531,machine,0.0,0,0.0,0.0,N,1.0,0.0,,
